entity1_index,entity2_index,y
166.0,109.0,0.0
166.0,286.0,2.0
128.0,99.0,2.0
86.0,30.0,0.0
134.0,177.0,1.0
176.0,265.0,1.0
226.0,144.0,2.0
93.0,115.0,2.0
130.0,255.0,1.0
79.0,121.0,0.0
49.0,130.0,2.0
161.0,77.0,2.0
94.0,258.0,2.0
268.0,19.0,0.0
104.0,288.0,2.0
162.0,141.0,2.0
136.0,216.0,1.0
59.0,214.0,2.0
50.0,288.0,2.0
78.0,67.0,2.0
42.0,280.0,1.0
295.0,76.0,2.0
192.0,269.0,2.0
170.0,280.0,1.0
113.0,75.0,0.0
119.0,197.0,1.0
90.0,11.0,0.0
214.0,117.0,1.0
286.0,11.0,1.0
208.0,66.0,2.0
163.0,296.0,2.0
244.0,67.0,2.0
147.0,148.0,1.0
274.0,189.0,1.0
98.0,239.0,1.0
247.0,206.0,1.0
190.0,2.0,0.0
96.0,92.0,0.0
130.0,4.0,2.0
35.0,244.0,1.0
3.0,231.0,2.0
173.0,116.0,0.0
228.0,281.0,1.0
208.0,149.0,1.0
278.0,214.0,1.0
283.0,134.0,1.0
6.0,55.0,0.0
252.0,177.0,1.0
180.0,135.0,2.0
2.0,25.0,0.0
45.0,57.0,0.0
148.0,5.0,0.0
217.0,167.0,1.0
94.0,247.0,2.0
147.0,208.0,1.0
45.0,32.0,0.0
258.0,249.0,2.0
108.0,54.0,0.0
111.0,250.0,1.0
280.0,102.0,1.0
219.0,217.0,2.0
247.0,117.0,1.0
172.0,243.0,2.0
241.0,276.0,2.0
38.0,40.0,0.0
269.0,210.0,1.0
88.0,222.0,2.0
112.0,8.0,2.0
180.0,122.0,2.0
239.0,41.0,2.0
245.0,112.0,1.0
274.0,110.0,2.0
23.0,74.0,0.0
185.0,235.0,2.0
134.0,171.0,2.0
159.0,89.0,2.0
194.0,277.0,1.0
2.0,11.0,0.0
111.0,158.0,0.0
281.0,134.0,2.0
241.0,101.0,2.0
14.0,236.0,1.0
261.0,94.0,2.0
203.0,42.0,2.0
182.0,60.0,1.0
104.0,73.0,2.0
116.0,141.0,2.0
71.0,139.0,2.0
149.0,56.0,1.0
76.0,129.0,2.0
93.0,284.0,2.0
12.0,23.0,0.0
188.0,47.0,2.0
173.0,223.0,2.0
224.0,104.0,1.0
210.0,33.0,1.0
126.0,146.0,2.0
142.0,45.0,0.0
73.0,270.0,1.0
294.0,116.0,2.0
133.0,261.0,2.0
175.0,206.0,1.0
84.0,137.0,1.0
234.0,20.0,2.0
2.0,60.0,0.0
16.0,48.0,0.0
293.0,223.0,2.0
297.0,62.0,2.0
17.0,260.0,2.0
209.0,266.0,2.0
8.0,164.0,0.0
94.0,20.0,0.0
191.0,49.0,2.0
11.0,208.0,2.0
118.0,19.0,0.0
58.0,93.0,0.0
279.0,191.0,1.0
294.0,134.0,2.0
194.0,213.0,1.0
186.0,84.0,1.0
271.0,208.0,1.0
266.0,221.0,2.0
98.0,268.0,1.0
258.0,166.0,2.0
289.0,275.0,2.0
73.0,278.0,2.0
271.0,267.0,2.0
117.0,71.0,1.0
235.0,257.0,1.0
134.0,107.0,0.0
159.0,229.0,2.0
184.0,133.0,1.0
254.0,38.0,0.0
276.0,147.0,2.0
277.0,94.0,2.0
221.0,112.0,1.0
11.0,20.0,0.0
271.0,271.0,1.0
48.0,114.0,0.0
256.0,278.0,2.0
217.0,84.0,1.0
73.0,54.0,0.0
47.0,16.0,0.0
262.0,91.0,1.0
292.0,267.0,2.0
263.0,232.0,2.0
0.0,7.0,2.0
129.0,145.0,0.0
147.0,13.0,2.0
63.0,201.0,2.0
249.0,163.0,2.0
185.0,147.0,2.0
252.0,185.0,2.0
20.0,293.0,2.0
9.0,82.0,0.0
114.0,162.0,1.0
193.0,117.0,1.0
203.0,269.0,2.0
61.0,4.0,0.0
198.0,122.0,2.0
54.0,201.0,0.0
157.0,175.0,1.0
199.0,280.0,1.0
130.0,261.0,1.0
125.0,248.0,1.0
76.0,195.0,2.0
29.0,275.0,2.0
131.0,163.0,1.0
252.0,264.0,2.0
179.0,35.0,2.0
141.0,130.0,1.0
101.0,87.0,0.0
92.0,65.0,2.0
24.0,205.0,0.0
32.0,62.0,0.0
20.0,131.0,0.0
261.0,221.0,1.0
120.0,88.0,2.0
231.0,285.0,1.0
3.0,147.0,2.0
299.0,191.0,2.0
92.0,51.0,0.0
281.0,178.0,2.0
207.0,193.0,2.0
210.0,273.0,1.0
138.0,179.0,2.0
184.0,298.0,2.0
270.0,280.0,2.0
180.0,49.0,1.0
207.0,210.0,2.0
283.0,65.0,1.0
54.0,72.0,0.0
268.0,251.0,2.0
25.0,60.0,0.0
233.0,299.0,2.0
168.0,127.0,2.0
29.0,217.0,1.0
87.0,143.0,1.0
162.0,143.0,1.0
254.0,259.0,1.0
94.0,96.0,0.0
212.0,218.0,2.0
41.0,100.0,0.0
243.0,299.0,1.0
16.0,277.0,0.0
274.0,239.0,2.0
103.0,212.0,1.0
247.0,36.0,1.0
174.0,250.0,2.0
185.0,259.0,1.0
137.0,148.0,1.0
197.0,216.0,2.0
252.0,149.0,1.0
44.0,62.0,0.0
199.0,218.0,1.0
268.0,101.0,2.0
163.0,247.0,2.0
138.0,255.0,1.0
37.0,164.0,2.0
236.0,3.0,2.0
217.0,145.0,1.0
182.0,14.0,2.0
287.0,257.0,1.0
218.0,234.0,1.0
31.0,18.0,0.0
192.0,34.0,1.0
65.0,150.0,1.0
258.0,19.0,0.0
57.0,61.0,2.0
249.0,48.0,2.0
296.0,95.0,2.0
248.0,243.0,2.0
80.0,235.0,1.0
136.0,166.0,2.0
32.0,137.0,2.0
34.0,92.0,2.0
182.0,143.0,1.0
217.0,239.0,1.0
121.0,36.0,0.0
15.0,257.0,2.0
46.0,205.0,2.0
5.0,265.0,2.0
103.0,251.0,2.0
74.0,105.0,1.0
47.0,64.0,0.0
100.0,265.0,2.0
54.0,19.0,0.0
101.0,219.0,2.0
206.0,143.0,1.0
203.0,175.0,1.0
247.0,54.0,1.0
138.0,176.0,2.0
214.0,203.0,2.0
117.0,7.0,1.0
151.0,102.0,1.0
200.0,285.0,2.0
23.0,145.0,0.0
227.0,92.0,2.0
247.0,28.0,1.0
200.0,241.0,2.0
232.0,58.0,0.0
63.0,218.0,1.0
91.0,48.0,2.0
249.0,137.0,1.0
130.0,64.0,2.0
297.0,193.0,2.0
154.0,179.0,1.0
130.0,152.0,1.0
112.0,190.0,2.0
217.0,237.0,2.0
121.0,221.0,2.0
230.0,161.0,2.0
208.0,286.0,1.0
179.0,224.0,1.0
129.0,203.0,2.0
202.0,27.0,1.0
299.0,164.0,1.0
170.0,231.0,2.0
203.0,55.0,1.0
83.0,231.0,1.0
190.0,101.0,1.0
134.0,12.0,0.0
31.0,240.0,0.0
179.0,91.0,2.0
218.0,213.0,2.0
297.0,285.0,2.0
195.0,68.0,2.0
114.0,260.0,1.0
20.0,10.0,0.0
224.0,290.0,2.0
66.0,70.0,2.0
38.0,43.0,0.0
61.0,148.0,2.0
200.0,234.0,2.0
270.0,111.0,2.0
22.0,109.0,0.0
81.0,293.0,2.0
280.0,227.0,2.0
176.0,80.0,2.0
60.0,210.0,1.0
231.0,135.0,1.0
153.0,132.0,1.0
102.0,9.0,0.0
104.0,105.0,1.0
180.0,181.0,2.0
159.0,294.0,1.0
260.0,108.0,2.0
163.0,273.0,1.0
196.0,46.0,2.0
10.0,291.0,2.0
126.0,189.0,1.0
219.0,51.0,2.0
138.0,138.0,0.0
244.0,123.0,2.0
293.0,261.0,2.0
251.0,7.0,2.0
168.0,191.0,1.0
118.0,229.0,1.0
219.0,82.0,2.0
5.0,59.0,0.0
137.0,59.0,0.0
240.0,100.0,1.0
159.0,185.0,2.0
247.0,98.0,1.0
4.0,95.0,0.0
75.0,74.0,0.0
45.0,6.0,0.0
36.0,80.0,0.0
123.0,42.0,2.0
270.0,115.0,2.0
46.0,80.0,0.0
141.0,140.0,2.0
211.0,266.0,1.0
124.0,212.0,2.0
153.0,59.0,0.0
266.0,200.0,1.0
69.0,135.0,0.0
57.0,151.0,2.0
158.0,131.0,2.0
276.0,240.0,2.0
53.0,259.0,2.0
220.0,77.0,1.0
1.0,19.0,0.0
227.0,126.0,2.0
280.0,197.0,1.0
290.0,156.0,1.0
105.0,280.0,1.0
207.0,28.0,2.0
146.0,201.0,2.0
151.0,147.0,1.0
119.0,90.0,1.0
90.0,299.0,1.0
286.0,108.0,1.0
205.0,158.0,2.0
248.0,126.0,1.0
14.0,242.0,2.0
2.0,61.0,0.0
237.0,180.0,2.0
134.0,231.0,1.0
185.0,180.0,2.0
133.0,11.0,1.0
174.0,197.0,2.0
7.0,257.0,1.0
155.0,194.0,2.0
62.0,264.0,1.0
70.0,174.0,2.0
180.0,47.0,2.0
245.0,281.0,1.0
190.0,286.0,1.0
33.0,41.0,0.0
62.0,218.0,2.0
157.0,49.0,1.0
244.0,156.0,2.0
28.0,281.0,1.0
78.0,49.0,1.0
187.0,67.0,2.0
114.0,161.0,2.0
200.0,196.0,2.0
76.0,11.0,0.0
279.0,234.0,1.0
111.0,41.0,0.0
161.0,90.0,2.0
119.0,212.0,2.0
2.0,273.0,1.0
238.0,44.0,1.0
117.0,194.0,2.0
33.0,18.0,0.0
28.0,52.0,2.0
234.0,202.0,1.0
167.0,221.0,2.0
59.0,299.0,2.0
57.0,132.0,2.0
240.0,285.0,1.0
133.0,79.0,1.0
59.0,265.0,2.0
56.0,178.0,2.0
247.0,201.0,2.0
102.0,204.0,2.0
189.0,197.0,1.0
95.0,223.0,2.0
255.0,70.0,1.0
174.0,182.0,1.0
93.0,89.0,0.0
123.0,288.0,2.0
192.0,135.0,2.0
46.0,123.0,0.0
237.0,11.0,2.0
245.0,222.0,1.0
107.0,32.0,0.0
75.0,147.0,2.0
184.0,282.0,2.0
267.0,261.0,2.0
129.0,156.0,2.0
85.0,268.0,2.0
162.0,84.0,1.0
213.0,109.0,2.0
173.0,199.0,2.0
194.0,65.0,2.0
138.0,261.0,2.0
208.0,224.0,1.0
138.0,34.0,0.0
217.0,85.0,2.0
242.0,193.0,2.0
182.0,127.0,1.0
6.0,76.0,0.0
207.0,237.0,1.0
219.0,161.0,1.0
293.0,237.0,2.0
78.0,176.0,1.0
106.0,230.0,2.0
105.0,245.0,1.0
60.0,125.0,0.0
287.0,206.0,1.0
140.0,80.0,2.0
229.0,97.0,2.0
238.0,136.0,2.0
47.0,217.0,2.0
71.0,117.0,1.0
81.0,295.0,2.0
173.0,252.0,2.0
202.0,143.0,2.0
71.0,91.0,2.0
160.0,190.0,2.0
275.0,195.0,2.0
239.0,264.0,2.0
17.0,267.0,2.0
81.0,139.0,0.0
78.0,277.0,1.0
185.0,38.0,2.0
273.0,163.0,1.0
258.0,171.0,2.0
214.0,103.0,2.0
143.0,169.0,2.0
2.0,50.0,0.0
271.0,184.0,1.0
99.0,39.0,2.0
79.0,118.0,0.0
126.0,167.0,2.0
143.0,147.0,2.0
192.0,10.0,2.0
218.0,87.0,2.0
238.0,104.0,2.0
134.0,249.0,2.0
198.0,281.0,2.0
92.0,213.0,2.0
3.0,34.0,0.0
192.0,65.0,2.0
134.0,223.0,2.0
274.0,182.0,1.0
56.0,290.0,2.0
78.0,143.0,1.0
287.0,251.0,2.0
216.0,134.0,2.0
269.0,253.0,2.0
73.0,173.0,2.0
228.0,182.0,1.0
20.0,74.0,0.0
232.0,222.0,2.0
210.0,116.0,2.0
77.0,120.0,2.0
269.0,287.0,1.0
293.0,9.0,2.0
91.0,40.0,2.0
40.0,286.0,1.0
112.0,263.0,1.0
36.0,37.0,0.0
117.0,148.0,1.0
1.0,76.0,0.0
165.0,285.0,2.0
286.0,294.0,1.0
48.0,59.0,0.0
153.0,121.0,2.0
17.0,51.0,0.0
205.0,264.0,2.0
281.0,242.0,2.0
36.0,142.0,2.0
154.0,229.0,1.0
41.0,145.0,0.0
233.0,62.0,2.0
266.0,197.0,1.0
116.0,180.0,0.0
47.0,10.0,0.0
212.0,217.0,1.0
199.0,7.0,2.0
37.0,101.0,0.0
217.0,184.0,1.0
287.0,56.0,1.0
143.0,260.0,1.0
210.0,97.0,2.0
289.0,105.0,1.0
113.0,42.0,2.0
272.0,154.0,1.0
123.0,243.0,2.0
156.0,112.0,2.0
299.0,5.0,1.0
265.0,190.0,2.0
191.0,251.0,2.0
132.0,54.0,1.0
271.0,287.0,2.0
0.0,280.0,1.0
112.0,282.0,1.0
288.0,205.0,2.0
113.0,143.0,1.0
75.0,24.0,0.0
265.0,4.0,2.0
137.0,79.0,1.0
212.0,281.0,2.0
87.0,90.0,0.0
276.0,284.0,2.0
98.0,121.0,1.0
163.0,266.0,1.0
23.0,22.0,0.0
60.0,0.0,1.0
166.0,257.0,2.0
212.0,286.0,1.0
237.0,130.0,2.0
80.0,26.0,1.0
154.0,127.0,2.0
245.0,18.0,2.0
295.0,47.0,2.0
179.0,211.0,1.0
269.0,231.0,1.0
215.0,248.0,2.0
97.0,75.0,0.0
201.0,115.0,2.0
113.0,40.0,2.0
12.0,276.0,1.0
106.0,36.0,0.0
94.0,6.0,0.0
107.0,273.0,1.0
183.0,166.0,1.0
159.0,52.0,2.0
267.0,237.0,2.0
80.0,176.0,2.0
210.0,265.0,2.0
253.0,185.0,2.0
165.0,82.0,2.0
247.0,177.0,1.0
20.0,47.0,0.0
168.0,248.0,2.0
3.0,67.0,0.0
195.0,85.0,2.0
279.0,68.0,2.0
199.0,78.0,2.0
113.0,271.0,2.0
145.0,89.0,2.0
283.0,99.0,2.0
138.0,144.0,2.0
265.0,30.0,2.0
162.0,33.0,0.0
90.0,15.0,0.0
293.0,234.0,1.0
200.0,62.0,2.0
53.0,4.0,0.0
192.0,24.0,0.0
15.0,54.0,0.0
58.0,251.0,1.0
157.0,266.0,2.0
79.0,217.0,1.0
105.0,10.0,1.0
253.0,34.0,0.0
256.0,299.0,1.0
158.0,20.0,0.0
276.0,170.0,1.0
76.0,20.0,0.0
130.0,130.0,1.0
289.0,294.0,1.0
131.0,142.0,2.0
21.0,252.0,2.0
63.0,99.0,2.0
79.0,4.0,0.0
37.0,137.0,0.0
284.0,254.0,2.0
224.0,249.0,2.0
253.0,211.0,1.0
172.0,192.0,2.0
160.0,105.0,2.0
236.0,70.0,2.0
295.0,220.0,1.0
15.0,31.0,0.0
105.0,106.0,1.0
228.0,14.0,1.0
64.0,51.0,0.0
275.0,258.0,2.0
214.0,272.0,2.0
280.0,240.0,2.0
271.0,180.0,2.0
21.0,220.0,1.0
206.0,179.0,2.0
199.0,264.0,2.0
200.0,214.0,1.0
236.0,265.0,2.0
142.0,3.0,0.0
2.0,73.0,0.0
33.0,231.0,2.0
187.0,66.0,2.0
38.0,54.0,0.0
26.0,173.0,2.0
23.0,5.0,0.0
107.0,119.0,1.0
182.0,46.0,1.0
199.0,38.0,0.0
32.0,45.0,0.0
48.0,284.0,2.0
139.0,176.0,2.0
5.0,126.0,2.0
196.0,112.0,2.0
49.0,281.0,1.0
237.0,231.0,2.0
196.0,182.0,1.0
225.0,130.0,2.0
45.0,137.0,0.0
135.0,27.0,0.0
18.0,72.0,0.0
67.0,88.0,0.0
245.0,210.0,1.0
210.0,280.0,1.0
48.0,30.0,0.0
5.0,109.0,0.0
108.0,12.0,2.0
82.0,64.0,0.0
53.0,93.0,0.0
108.0,242.0,2.0
199.0,257.0,2.0
78.0,28.0,2.0
75.0,85.0,0.0
271.0,71.0,2.0
169.0,88.0,2.0
261.0,96.0,1.0
34.0,213.0,0.0
187.0,191.0,1.0
110.0,125.0,2.0
284.0,85.0,2.0
124.0,177.0,2.0
221.0,119.0,1.0
20.0,53.0,0.0
121.0,153.0,2.0
67.0,130.0,2.0
12.0,110.0,0.0
10.0,23.0,0.0
244.0,28.0,2.0
1.0,24.0,0.0
271.0,152.0,2.0
225.0,256.0,2.0
11.0,186.0,0.0
111.0,182.0,1.0
37.0,111.0,0.0
246.0,193.0,2.0
225.0,18.0,2.0
187.0,21.0,2.0
224.0,192.0,1.0
286.0,238.0,1.0
80.0,240.0,2.0
93.0,149.0,1.0
102.0,126.0,1.0
252.0,6.0,2.0
162.0,195.0,1.0
118.0,107.0,1.0
135.0,148.0,2.0
202.0,21.0,2.0
242.0,110.0,2.0
38.0,299.0,2.0
67.0,258.0,2.0
246.0,222.0,2.0
142.0,276.0,2.0
206.0,43.0,2.0
270.0,258.0,2.0
160.0,217.0,2.0
245.0,106.0,2.0
281.0,185.0,2.0
105.0,42.0,1.0
17.0,127.0,0.0
237.0,211.0,2.0
215.0,10.0,2.0
28.0,151.0,2.0
22.0,38.0,0.0
272.0,230.0,2.0
11.0,92.0,0.0
229.0,9.0,2.0
264.0,299.0,1.0
19.0,128.0,0.0
19.0,220.0,1.0
185.0,247.0,1.0
219.0,298.0,2.0
116.0,2.0,0.0
222.0,154.0,2.0
259.0,65.0,2.0
257.0,296.0,1.0
47.0,155.0,2.0
75.0,233.0,1.0
153.0,207.0,2.0
62.0,76.0,0.0
71.0,286.0,2.0
29.0,93.0,0.0
128.0,176.0,2.0
5.0,95.0,0.0
287.0,199.0,1.0
91.0,262.0,1.0
225.0,263.0,1.0
187.0,73.0,2.0
267.0,123.0,2.0
148.0,273.0,1.0
125.0,37.0,0.0
7.0,182.0,1.0
60.0,258.0,2.0
132.0,234.0,1.0
175.0,126.0,1.0
57.0,250.0,2.0
215.0,89.0,1.0
95.0,55.0,0.0
282.0,99.0,2.0
11.0,8.0,0.0
248.0,241.0,1.0
219.0,177.0,2.0
79.0,258.0,2.0
228.0,61.0,2.0
80.0,99.0,0.0
196.0,241.0,2.0
58.0,27.0,0.0
182.0,53.0,2.0
281.0,139.0,2.0
294.0,19.0,1.0
110.0,287.0,1.0
95.0,218.0,2.0
154.0,134.0,2.0
199.0,48.0,2.0
83.0,154.0,2.0
197.0,225.0,2.0
18.0,264.0,2.0
31.0,168.0,2.0
184.0,184.0,2.0
57.0,222.0,2.0
283.0,78.0,2.0
11.0,71.0,0.0
246.0,97.0,2.0
26.0,105.0,1.0
150.0,174.0,2.0
55.0,203.0,1.0
172.0,104.0,2.0
213.0,184.0,1.0
259.0,63.0,1.0
270.0,220.0,1.0
89.0,142.0,0.0
191.0,261.0,2.0
182.0,267.0,1.0
281.0,280.0,2.0
243.0,124.0,2.0
2.0,166.0,0.0
276.0,249.0,2.0
240.0,205.0,2.0
295.0,139.0,2.0
224.0,95.0,2.0
100.0,34.0,0.0
213.0,183.0,2.0
64.0,288.0,2.0
111.0,99.0,0.0
12.0,79.0,0.0
118.0,245.0,1.0
152.0,224.0,2.0
83.0,27.0,0.0
249.0,52.0,1.0
245.0,96.0,2.0
82.0,151.0,0.0
160.0,149.0,2.0
104.0,7.0,2.0
178.0,234.0,1.0
90.0,103.0,0.0
81.0,12.0,0.0
23.0,83.0,0.0
73.0,237.0,2.0
241.0,284.0,1.0
44.0,142.0,0.0
250.0,280.0,1.0
139.0,265.0,2.0
55.0,273.0,1.0
98.0,253.0,1.0
139.0,53.0,0.0
169.0,212.0,2.0
275.0,101.0,2.0
174.0,154.0,2.0
288.0,233.0,2.0
172.0,39.0,2.0
267.0,49.0,1.0
36.0,12.0,0.0
136.0,257.0,2.0
251.0,179.0,2.0
161.0,98.0,1.0
60.0,152.0,0.0
6.0,155.0,2.0
126.0,198.0,2.0
102.0,169.0,1.0
132.0,280.0,1.0
150.0,118.0,2.0
250.0,220.0,2.0
95.0,58.0,0.0
287.0,167.0,2.0
278.0,270.0,2.0
0.0,87.0,2.0
2.0,207.0,0.0
190.0,126.0,2.0
219.0,70.0,1.0
273.0,236.0,1.0
257.0,0.0,1.0
186.0,136.0,2.0
41.0,168.0,1.0
280.0,39.0,1.0
268.0,245.0,2.0
58.0,171.0,2.0
90.0,104.0,2.0
164.0,272.0,2.0
287.0,65.0,2.0
155.0,108.0,0.0
164.0,118.0,2.0
37.0,190.0,0.0
227.0,167.0,2.0
239.0,248.0,2.0
68.0,268.0,2.0
290.0,209.0,2.0
75.0,260.0,1.0
203.0,231.0,2.0
171.0,241.0,2.0
230.0,36.0,1.0
247.0,264.0,1.0
83.0,297.0,2.0
224.0,209.0,2.0
243.0,111.0,2.0
154.0,187.0,1.0
131.0,294.0,1.0
221.0,124.0,1.0
223.0,95.0,2.0
109.0,77.0,1.0
9.0,209.0,2.0
254.0,80.0,2.0
38.0,47.0,0.0
196.0,269.0,1.0
139.0,93.0,2.0
34.0,38.0,0.0
77.0,232.0,2.0
156.0,220.0,2.0
240.0,168.0,2.0
174.0,188.0,2.0
285.0,285.0,2.0
62.0,201.0,0.0
64.0,96.0,0.0
260.0,88.0,2.0
114.0,259.0,2.0
55.0,11.0,0.0
264.0,119.0,1.0
121.0,75.0,0.0
36.0,17.0,0.0
15.0,259.0,2.0
239.0,74.0,2.0
221.0,67.0,2.0
192.0,182.0,1.0
185.0,234.0,1.0
33.0,222.0,2.0
277.0,122.0,2.0
58.0,167.0,2.0
51.0,0.0,1.0
143.0,103.0,2.0
62.0,36.0,0.0
134.0,297.0,2.0
239.0,233.0,2.0
150.0,188.0,2.0
6.0,124.0,0.0
190.0,140.0,2.0
295.0,156.0,1.0
179.0,221.0,1.0
214.0,65.0,2.0
277.0,218.0,2.0
97.0,214.0,2.0
196.0,225.0,2.0
176.0,25.0,0.0
143.0,296.0,2.0
149.0,217.0,1.0
121.0,299.0,2.0
170.0,276.0,1.0
71.0,236.0,2.0
246.0,221.0,2.0
280.0,299.0,2.0
183.0,72.0,0.0
175.0,289.0,2.0
121.0,101.0,2.0
143.0,181.0,2.0
80.0,185.0,0.0
119.0,121.0,1.0
253.0,68.0,2.0
170.0,254.0,2.0
209.0,50.0,2.0
104.0,232.0,1.0
233.0,226.0,2.0
277.0,259.0,2.0
86.0,200.0,2.0
27.0,64.0,0.0
78.0,242.0,1.0
1.0,94.0,0.0
100.0,200.0,1.0
57.0,19.0,0.0
228.0,162.0,2.0
244.0,41.0,2.0
202.0,150.0,2.0
109.0,264.0,1.0
248.0,125.0,1.0
126.0,117.0,2.0
217.0,29.0,1.0
253.0,262.0,2.0
118.0,174.0,2.0
40.0,135.0,0.0
181.0,107.0,2.0
90.0,154.0,2.0
269.0,251.0,2.0
274.0,200.0,1.0
150.0,267.0,2.0
211.0,91.0,2.0
128.0,25.0,0.0
230.0,243.0,2.0
152.0,169.0,2.0
79.0,173.0,2.0
102.0,198.0,0.0
126.0,156.0,2.0
162.0,252.0,2.0
38.0,92.0,0.0
131.0,0.0,1.0
201.0,274.0,2.0
209.0,202.0,2.0
102.0,2.0,0.0
293.0,14.0,1.0
209.0,37.0,2.0
210.0,175.0,2.0
127.0,221.0,1.0
59.0,81.0,2.0
64.0,4.0,0.0
21.0,97.0,2.0
85.0,193.0,2.0
124.0,102.0,2.0
60.0,12.0,0.0
20.0,109.0,0.0
260.0,148.0,2.0
30.0,27.0,0.0
182.0,9.0,1.0
97.0,10.0,2.0
270.0,299.0,2.0
128.0,209.0,2.0
278.0,153.0,2.0
190.0,210.0,2.0
75.0,189.0,2.0
103.0,55.0,0.0
106.0,161.0,2.0
0.0,95.0,2.0
10.0,69.0,0.0
234.0,52.0,1.0
44.0,20.0,0.0
204.0,260.0,1.0
179.0,207.0,1.0
89.0,126.0,2.0
105.0,194.0,1.0
138.0,51.0,0.0
103.0,122.0,0.0
121.0,213.0,2.0
197.0,266.0,1.0
1.0,113.0,0.0
130.0,104.0,1.0
294.0,208.0,1.0
232.0,29.0,2.0
140.0,172.0,1.0
269.0,292.0,2.0
250.0,208.0,2.0
89.0,293.0,2.0
200.0,37.0,0.0
202.0,127.0,1.0
273.0,253.0,1.0
29.0,62.0,0.0
294.0,95.0,2.0
102.0,131.0,2.0
260.0,53.0,1.0
250.0,94.0,2.0
279.0,82.0,1.0
282.0,42.0,1.0
140.0,88.0,2.0
271.0,209.0,2.0
60.0,68.0,0.0
57.0,127.0,0.0
263.0,252.0,1.0
273.0,294.0,1.0
22.0,288.0,1.0
201.0,241.0,2.0
247.0,38.0,1.0
149.0,273.0,1.0
225.0,90.0,1.0
55.0,12.0,0.0
123.0,260.0,1.0
255.0,259.0,1.0
259.0,241.0,2.0
297.0,122.0,2.0
210.0,258.0,1.0
80.0,213.0,2.0
104.0,252.0,1.0
91.0,207.0,2.0
17.0,280.0,1.0
93.0,226.0,2.0
194.0,3.0,1.0
177.0,288.0,1.0
156.0,269.0,1.0
43.0,266.0,2.0
54.0,204.0,0.0
78.0,56.0,1.0
227.0,249.0,2.0
235.0,98.0,2.0
33.0,25.0,0.0
137.0,272.0,2.0
51.0,276.0,2.0
81.0,241.0,2.0
29.0,132.0,0.0
139.0,276.0,2.0
82.0,234.0,2.0
99.0,243.0,1.0
299.0,286.0,2.0
89.0,112.0,1.0
253.0,180.0,2.0
80.0,259.0,2.0
101.0,285.0,2.0
13.0,138.0,2.0
149.0,179.0,1.0
168.0,273.0,1.0
46.0,270.0,2.0
264.0,131.0,2.0
263.0,263.0,2.0
283.0,227.0,2.0
78.0,286.0,2.0
273.0,78.0,1.0
223.0,256.0,1.0
186.0,277.0,2.0
240.0,73.0,2.0
1.0,44.0,0.0
158.0,147.0,1.0
86.0,67.0,0.0
140.0,251.0,2.0
190.0,180.0,2.0
161.0,254.0,2.0
294.0,291.0,2.0
49.0,259.0,1.0
130.0,146.0,2.0
171.0,79.0,0.0
226.0,278.0,2.0
270.0,191.0,1.0
85.0,148.0,2.0
96.0,208.0,1.0
129.0,148.0,0.0
288.0,180.0,2.0
67.0,162.0,0.0
61.0,253.0,2.0
27.0,271.0,0.0
68.0,20.0,0.0
199.0,114.0,1.0
80.0,225.0,2.0
106.0,12.0,0.0
167.0,199.0,1.0
249.0,127.0,2.0
207.0,80.0,2.0
176.0,52.0,2.0
94.0,95.0,0.0
206.0,58.0,0.0
12.0,252.0,2.0
183.0,279.0,2.0
205.0,88.0,2.0
151.0,196.0,2.0
52.0,260.0,2.0
255.0,100.0,2.0
126.0,181.0,2.0
271.0,210.0,2.0
181.0,293.0,1.0
299.0,86.0,2.0
208.0,131.0,2.0
216.0,246.0,2.0
234.0,117.0,1.0
229.0,50.0,2.0
91.0,175.0,1.0
181.0,16.0,0.0
124.0,3.0,0.0
8.0,29.0,0.0
105.0,90.0,1.0
99.0,132.0,1.0
103.0,64.0,0.0
283.0,74.0,2.0
101.0,292.0,2.0
122.0,54.0,0.0
68.0,122.0,0.0
276.0,200.0,2.0
242.0,230.0,2.0
104.0,216.0,2.0
95.0,213.0,1.0
211.0,226.0,2.0
167.0,142.0,2.0
216.0,292.0,2.0
146.0,20.0,0.0
134.0,295.0,2.0
21.0,205.0,1.0
151.0,43.0,2.0
13.0,91.0,2.0
253.0,17.0,2.0
249.0,182.0,1.0
14.0,219.0,1.0
294.0,61.0,1.0
276.0,245.0,1.0
219.0,20.0,0.0
4.0,110.0,1.0
148.0,276.0,2.0
17.0,189.0,2.0
76.0,137.0,1.0
29.0,184.0,0.0
88.0,25.0,2.0
205.0,98.0,1.0
8.0,43.0,0.0
142.0,166.0,2.0
11.0,189.0,2.0
217.0,160.0,2.0
146.0,145.0,0.0
37.0,38.0,0.0
294.0,114.0,1.0
224.0,110.0,2.0
247.0,279.0,1.0
233.0,110.0,2.0
245.0,199.0,1.0
169.0,58.0,2.0
177.0,247.0,1.0
34.0,241.0,2.0
54.0,174.0,0.0
184.0,217.0,1.0
61.0,143.0,2.0
96.0,99.0,0.0
269.0,140.0,2.0
46.0,9.0,0.0
145.0,119.0,1.0
74.0,4.0,0.0
119.0,155.0,2.0
277.0,129.0,2.0
172.0,105.0,2.0
27.0,40.0,0.0
223.0,91.0,1.0
124.0,157.0,0.0
92.0,108.0,0.0
77.0,78.0,2.0
50.0,182.0,2.0
101.0,217.0,1.0
43.0,37.0,0.0
